studynumber,Measure_Year,MiddleClimate,Rs_Norm,Tm,Pm,NoObs
5732,2008,Cf,2.059,15.2,98.1,12
5732,2008,Cf,2.17,22,77.7,12
5732,2008,Cf,3.096,23.3,145.9,12
5732,2008,Cf,3.876,28.9,225.1,12
5732,2008,Cf,3.312,27.1,168.3,12
5732,2008,Cf,2.723,24.4,47.4,12
5732,2008,Cf,1.644,19.2,34,12
5732,2008,Cf,0.863,11.5,32.9,12
5732,2008,Cf,1.212,5.2,19.8,12
5732,2009,Cf,0.937,2.2,19.3,12
5732,2009,Cf,0.909,9.6,49.1,12
5732,2009,Cf,1.599,16.4,83,12
5766,2007,Cf,3.952,12.8,123.6,76
5766,2007,Cf,3.789,11.6,111,76
5766,2007,Cf,3.686,11.9,103.6,76
5766,2007,Cf,4.283,12.9,96.7,76
5766,2007,Cf,4.262,12.9,113.4,76
5766,2007,Cf,4.961,14.1,198.9,76
5766,2007,Cf,4.571,14.2,233.7,76
5766,2007,Cf,4.756,14,268.8,76
5766,2008,Cf,4.756,13.3,368.1,76
5766,2008,Cf,4.982,13.6,355.1,76
5766,2008,Cf,4.223,13.3,237.4,76
5766,2008,Cf,3.752,13.4,150.3,76
5766,2008,Cf,4.204,12.1,119.9,76
5766,2008,Cf,4.205,11.7,104.5,76
5766,2008,Cf,3.979,11.5,96,76
5766,2008,Cf,4.288,13.2,108.1,76
5766,2008,Cf,4.554,13.5,114.5,76
5766,2008,Cf,4.842,14.3,205.5,76
5766,2008,Cf,4.946,14.6,182.3,76
5766,2008,Cf,4.556,14.5,295.7,76
5766,2009,Cf,4.51,13.9,322.8,76
5766,2009,Cf,4.495,14,298.3,76
5766,2009,Cf,4.762,13.8,245.2,76
5766,2007,A,3.865,25.2,94,76
5766,2007,A,4.634,29.1,158.7,76
5766,2007,A,5.685,27.8,214.4,76
5766,2008,A,4.071,27.1,86.1,76
5766,2008,A,6.801,29.6,154.7,76
5766,2008,A,6.66,27.7,356.8,76
5766,2009,A,5.59,25.6,395.8,76
5766,2009,A,3.894,25.9,415,76
5766,2007,Cf,4.664,13.5,31.1,76
5766,2007,Cf,4.239,12.4,26.5,76
5766,2007,Cf,3.551,12.2,21.2,76
5766,2007,Cf,3.976,13.5,14,76
5766,2007,Cf,4.443,13.7,35.7,76
5766,2007,Cf,4.727,15.3,66.7,76
5766,2007,Cf,3.37,15.5,101.4,76
5766,2007,Cf,3.918,15,89,76
5766,2008,Cf,3.31,14.4,153.9,76
5766,2008,Cf,4.019,14.6,183.4,76
5766,2008,Cf,3.716,14.2,77.9,76
5766,2008,Cf,4.932,14.3,39.6,76
5766,2008,Cf,4.284,12.9,21.3,76
5766,2008,Cf,3.656,12.4,10,76
5766,2008,Cf,4.751,12.2,15.3,76
5766,2008,Cf,4.082,13.9,22.4,76
5766,2008,Cf,4.205,14.4,22.8,76
5766,2008,Cf,4.752,15.3,65.2,76
5766,2008,Cf,4.318,15.3,130,76
5766,2009,Cf,4.956,15.1,96.5,76
5766,2009,Cf,4.389,15.2,107.4,76
5766,2009,Cf,4.208,14.9,62.2,76
5766,2007,Cf,4.756,8.8,10,76
5766,2007,Cf,4.674,7.3,11.1,76
5766,2007,Cf,4.552,7.5,3.7,76
5766,2007,Cf,3.82,8.6,0,76
5766,2007,Cf,4.185,8.6,5.9,76
5766,2007,Cf,3.351,10.1,30.9,76
5766,2007,Cf,5.363,10.7,65.6,76
5766,2007,Cf,5.892,10.2,22.7,76
5766,2008,Cf,5.322,9.5,72,76
5766,2008,Cf,5.241,9.7,141.6,76
5766,2008,Cf,4.752,9.3,33.9,76
5766,2008,Cf,5.077,9.4,0,76
5766,2008,Cf,4.791,8,6,76
5766,2008,Cf,4.445,7.6,0,76
5766,2008,Cf,4.262,7.2,1.9,76
5766,2008,Cf,4.12,8.8,2.9,76
5766,2008,Cf,3.773,9.4,4.7,76
5766,2008,Cf,4.464,10.4,28.6,76
5766,2008,Cf,4.85,10.8,23.7,76
5766,2008,Cf,4.992,10.5,71.9,76
5766,2009,Cf,4.484,10.1,46.7,76
5766,2009,Cf,4.137,10.3,52.5,76
5766,2009,Cf,3.466,10.1,9.3,76
5824,2003,Df,0.9,-7.5,57.8,12
5824,2003,Df,0.896,-6.8,16.3,12
5824,2003,Df,0.951,-1.6,57.3,12
5824,2003,Df,1.005,5.6,76.3,12
5824,2003,Df,2.164,10,18.8,12
5824,2003,Df,3.498,14.3,86.7,12
5824,2003,Df,5.006,16,84.5,12
5824,2003,Df,6.63,19.2,144.6,12
5824,2003,Df,5.405,16.1,140.6,12
5824,2003,Df,3.192,9.8,129.3,12
5824,2003,Df,2.084,4.5,52.9,12
5824,2003,Df,0.859,-2.1,40.1,12
5831,2005,Cf,1.01,14.6,75.3,11
5831,2005,Cf,1.35,17.1,125.8,11
5831,2005,Cf,1.798,14.8,125.6,11
5831,2005,Cf,1.408,14.7,76.2,11
5831,2005,Cf,1.583,11,31.9,11
5831,2005,Cf,0.526,4.1,134.5,11
5831,2006,Cf,0.463,0.7,78.1,11
5831,2006,Cf,0.885,7.2,72.7,11
5831,2006,Cf,1.02,12.3,112.5,11
5831,2006,Cf,1.627,15.6,50.8,11
5831,2006,Cf,1.218,20.7,65.1,11
5833,2007,Cf,1.869,15.2,109.2,13
5833,2007,Cf,4.706,18.1,70.4,13
5833,2007,Cf,3.704,17.5,129.5,13
5833,2007,Cf,3.502,17.4,61.5,13
5833,2007,Cf,2.298,13.8,72.7,13
5833,2007,Cf,1.161,9.8,19.3,13
5833,2007,Cf,0.759,5.8,49.7,13
5833,2007,Cf,0.324,3.6,81.3,13
5833,2008,Cf,0.857,5.8,66.6,13
5833,2008,Cf,0.421,4.7,41.1,13
5833,2008,Cf,0.721,5.6,78.1,13
5833,2008,Cf,0.85,8.6,39.2,13
5833,2008,Cf,3.825,16.3,37.5,13
5856,2008,Ds(w),1.937,21.2,44.7,8
5856,2008,Ds(w),2.26,24.3,116.3,8
5856,2008,Ds(w),3.551,28.1,120.6,8
5856,2008,Ds(w),3.844,26.4,163.4,8
5856,2008,Ds(w),2.631,21.9,93.1,8
5856,2008,Ds(w),1.175,15.1,24.7,8
5856,2008,Ds(w),0.419,6.3,0,8
5856,2008,Ds(w),0.203,-1.3,4,8
5866,2009,B,1.109,14.6,5.1,13
5866,2009,B,1.539,16,0,13
5866,2009,B,1.997,17.2,0.4,13
5866,2010,B,3.246,19.1,0,13
5866,2010,B,2.211,18.9,0,13
5866,2010,B,1.444,18.1,0,13
5866,2010,B,1.378,14.5,0,13
5866,2010,B,0.99,12.8,23.5,13
5866,2010,B,0.801,11.2,51.8,13
5866,2010,B,0.747,9.7,12.6,13
5866,2010,B,0.894,11.2,10.2,13
5866,2010,B,1.129,12.8,3.6,13
5866,2010,B,1.787,14.3,0.4,13
5877,2003,A,0.652,22,197.9,23
5877,2003,A,1.499,23.1,220.7,23
5877,2004,A,0.963,21.6,423.9,23
5877,2004,A,2.319,23.2,297.4,23
5877,2004,A,1.412,21.5,157.2,23
5877,2004,A,0.923,20.7,11.3,23
5877,2004,A,0.476,17.8,7.5,23
5877,2004,A,0.372,20.1,0,23
5877,2003,A,0.677,21,48,23
5877,2003,A,1.334,22.9,6.6,23
5877,2003,A,1.458,23,56.9,23
5877,2003,A,0.77,22.5,209.7,23
5877,2003,A,0.992,23.5,230.4,23
5877,2004,A,1.706,21.9,339.2,23
5877,2004,A,1.359,21.9,412.9,23
5877,2004,A,1.788,23.4,279.3,23
5877,2004,A,0.908,21.7,144.6,23
5877,2004,A,0.585,20.9,5,23
5877,2004,A,0.697,18.8,4.2,23
5877,2004,A,1.712,18.1,3.8,23
5877,2004,A,0.975,20.6,0,23
5877,2004,A,1.082,23.9,0,23
5877,2004,A,1.098,23.5,142.5,23
5894,2009,Cf,3.989,17.3,104.5,24
5894,2009,Cf,3.99,17.7,156.3,24
5894,2009,Cf,4.172,17.8,246.7,24
5894,2009,Cf,5.204,18.3,193.7,24
5894,2009,Cf,4.539,17.8,196,24
5894,2009,Cf,4.455,18.3,254.3,24
5894,2009,Cf,3.514,16.4,595.1,24
5894,2009,Cf,2.728,16,324.4,24
5894,2010,Cf,2.729,16.5,79.8,24
5894,2010,Cf,3.038,15.6,71.4,24
5894,2010,Cf,3.924,14.9,289.8,24
5894,2010,Cf,3.805,15.4,253.3,24
5894,2009,Cf,4.96,17.3,104.5,24
5894,2009,Cf,4.793,17.7,156.3,24
5894,2009,Cf,6.283,17.8,246.7,24
5894,2009,Cf,6.529,18.3,193.7,24
5894,2009,Cf,6.045,17.8,196,24
5894,2009,Cf,5.801,18.3,254.3,24
5894,2009,Cf,5.017,16.4,595.1,24
5894,2009,Cf,4.241,16,324.4,24
5894,2010,Cf,4.026,16.5,79.8,24
5894,2010,Cf,4.33,15.6,71.4,24
5894,2010,Cf,4.876,14.9,289.8,24
5894,2010,Cf,5.224,15.4,253.3,24
5927,2007,Cw,0.968,18.2,48.6,11
5927,2007,Cw,1.346,20.4,158,11
5927,2007,Cw,2.204,26.1,217.5,11
5927,2007,Cw,2.677,27.8,266.4,11
5927,2007,Cw,2.338,29.4,70.1,11
5927,2007,Cw,2.342,28.1,280.5,11
5927,2007,Cw,2.161,27.3,126.3,11
5927,2007,Cw,1.706,24.3,31.6,11
5927,2007,Cw,1.056,19,11.7,11
5927,2008,Cw,0.782,12.1,74.3,11
5927,2008,Cw,1.556,18.7,87,11
5929,2008,Cf,5.539,24.8,358.6,12
5929,2008,Cf,7.818,30.4,113.4,12
5929,2008,Cf,6.27,28.3,139.8,12
5929,2008,Cf,5.157,25.8,67.4,12
5929,2008,Cf,3.495,20.5,66.1,12
5929,2008,Cf,2.68,12.9,119.3,12
5929,2008,Cf,0.867,7.5,21.1,12
5929,2009,Cf,1.047,4.2,38.4,12
5929,2009,Cf,1.76,9.4,191.2,12
5929,2009,Cf,1.029,11.1,135.2,12
5929,2009,Cf,2.101,17.5,138.5,12
5929,2009,Cf,3.246,22.9,95.4,12
5935,2004,Cf,0.492,5.5,64.6,72
5935,2004,Cf,0.773,9.9,108.9,72
5935,2004,Cf,0.986,11.2,160,72
5935,2004,Cf,1.513,19.3,220.4,72
5935,2004,Cf,2.111,22.8,222.6,72
5935,2004,Cf,2.183,25.3,189.4,72
5935,2004,Cf,2.113,27.9,127.1,72
5935,2004,Cf,1.974,27.8,140.5,72
5935,2004,Cf,1.728,23.8,70.1,72
5935,2004,Cf,1.061,18.4,4.3,72
5935,2004,Cf,0.886,14.2,58.5,72
5935,2004,Cf,0.711,7.9,46.4,72
5935,2005,Cf,0.431,3.2,64.6,72
5935,2005,Cf,0.537,4.9,108.9,72
5935,2005,Cf,1.028,10.5,160,72
5935,2005,Cf,1.733,19.5,220.4,72
5935,2005,Cf,2.753,22.8,222.6,72
5935,2005,Cf,2.753,26.1,189.4,72
5935,2005,Cf,2.895,29,127.1,72
5935,2005,Cf,2.895,27.4,140.5,72
5935,2005,Cf,2.37,25.8,70.1,72
5935,2005,Cf,1.808,18.8,4.3,72
5935,2005,Cf,1.387,15.2,58.5,72
5935,2005,Cf,0.86,6.1,46.4,72
5935,2006,Cf,0.791,6.7,38.9,72
5935,2006,Cf,1.002,7.3,123.9,72
5935,2006,Cf,1.319,11.9,196.9,72
5935,2006,Cf,2.34,19,233,72
5935,2006,Cf,2.938,21.9,274,72
5935,2006,Cf,3.325,25.3,240.5,72
5935,2006,Cf,3.853,28.8,173.7,72
5935,2006,Cf,3.291,28.2,131.1,72
5935,2006,Cf,2.378,23.1,51.7,72
5935,2006,Cf,1.57,21.3,36.9,72
5935,2006,Cf,1.22,14.3,160.1,72
5935,2006,Cf,0.834,7.3,28.1,72
5935,2007,Cf,0.905,5.2,56.8,72
5935,2007,Cf,1.363,12,123.1,72
5935,2007,Cf,1.785,13.5,178.4,72
5935,2007,Cf,2.348,16.4,238.3,72
5935,2007,Cf,2.876,23.9,75.5,72
5935,2007,Cf,3.544,25.7,274.5,72
5935,2007,Cf,3.825,30.1,31.5,72
5935,2007,Cf,3.37,27.7,210,72
5935,2007,Cf,2.598,23.4,123.5,72
5935,2007,Cf,1.439,20.1,4.2,72
5935,2007,Cf,1.123,13.1,6.2,72
5935,2007,Cf,1.019,8.9,58.7,72
5935,2008,Cf,1.02,3.7,71.3,72
5935,2008,Cf,1.301,4.9,88.2,72
5935,2008,Cf,1.443,14.2,205.5,72
5935,2008,Cf,1.97,18.5,159.3,72
5935,2008,Cf,2.428,22.5,193,72
5935,2008,Cf,2.815,24.9,277,72
5935,2008,Cf,2.605,28.4,153.8,72
5935,2008,Cf,2.219,28.4,76,72
5935,2008,Cf,2.15,26,81,72
5935,2008,Cf,1.834,20.9,66.7,72
5935,2008,Cf,1.518,12.7,129.3,72
5935,2008,Cf,0.781,7.8,5.5,72
5935,2009,Cf,1.063,4.8,40.7,72
5935,2009,Cf,1.416,12.3,12.5,72
5935,2009,Cf,1.663,11.8,202.2,72
5935,2009,Cf,2.014,18.1,142.4,72
5935,2009,Cf,3.245,22.5,221.2,72
5935,2009,Cf,3.949,26.1,152.1,72
5935,2009,Cf,4.476,28.4,168,72
5935,2009,Cf,3.379,28.4,101.9,72
5935,2009,Cf,2.334,26.4,62.8,72
5935,2009,Cf,1.772,20.9,5.1,72
5935,2009,Cf,1.281,10.8,144.7,72
5935,2009,Cf,0.79,7.5,70.5,72
5949,2008,Cs,2.082,17.7,0.1,17
5949,2008,Cs,1.674,19.1,0.2,17
5949,2008,Cs,1.523,20.1,0.1,17
5949,2008,Cs,1.042,18.8,0.8,17
5949,2008,Cs,0.854,18,6.9,17
5949,2008,Cs,1.397,16.3,18.6,17
5949,2008,Cs,2.597,11.2,15.1,17
5949,2009,Cs,4.347,14.9,20.8,17
5949,2009,Cs,3.611,12.2,135.9,17
5949,2009,Cs,4.959,13.1,16.6,17
5949,2009,Cs,3.343,14,0,17
5949,2009,Cs,4.07,16.1,3.3,17
5949,2009,Cs,1.761,17.7,3.6,17
5949,2009,Cs,1.208,18.5,0.1,17
5949,2009,Cs,1.823,18.8,0.2,17
5949,2009,Cs,1.526,19.9,2.1,17
5949,2009,Cs,2.964,17.4,25.3,17
5954,2003,Cf,1.298,5.3,110.2,28
5954,2003,Cf,1.07,5.4,74.6,28
5954,2003,Cf,1.426,7.5,69.9,28
5954,2003,Cf,1.63,9.4,75.3,28
5954,2003,Cf,4.313,10.8,113.3,28
5954,2003,Cf,5.012,16,103.3,28
5954,2003,Cf,3.716,16.6,33.3,28
5954,2003,Cf,2.902,13.7,88,28
5954,2003,Cf,1.072,9.3,96.7,28
5954,2003,Cf,0.895,8,120.4,28
5954,2003,Cf,1.098,6,131.3,28
5954,2004,Cf,1.048,5.5,147.7,28
5954,2004,Cf,1.938,5.2,70.3,28
5954,2004,Cf,4.329,6.8,93.5,28
5954,2004,Cf,4.787,11.5,52.5,28
5954,2004,Cf,4.978,14.6,68.2,28
5954,2004,Cf,3.617,15.8,127.2,28
5954,2004,Cf,3.797,14,108.1,28
5954,2004,Cf,2.691,9.2,191,28
5954,2004,Cf,1.306,6.9,107.4,28
5954,2005,Cf,1.357,6.9,147.7,28
5954,2005,Cf,1.281,5.1,70.3,28
5954,2005,Cf,1.917,7.7,93.5,28
5954,2005,Cf,3.519,8.2,57.6,28
5954,2005,Cf,5.35,10.6,52.5,28
5954,2005,Cf,4.18,14.9,68.2,28
5954,2005,Cf,3.419,15.9,81.2,28
5954,2005,Cf,3.367,15.5,127.2,28
5969,2006,Cs,1.326,12.1,104.6,31
5969,2006,Cs,0.315,6.7,24.6,31
5969,2007,Cs,0.623,9.5,39.6,31
5969,2007,Cs,0.755,10.6,14,31
5969,2007,Cs,1.3,17.6,106.1,31
5969,2007,Cs,1.064,20.9,26.8,31
5969,2007,Cs,0.865,26.2,1,31
5969,2007,Cs,0.667,25.2,13.5,31
5969,2007,Cs,0.585,22.5,4.1,31
5969,2007,Cs,0.924,16.6,44.7,31
5969,2007,Cs,0.623,10.1,41.5,31
5969,2007,Cs,0.472,6.8,19.4,31
5969,2008,Cs,0.674,9.9,23.5,31
5969,2008,Cs,1.261,22.8,37.5,31
5969,2008,Cs,0.702,26.6,8.5,31
5969,2008,Cs,0.564,26.7,0.6,31
5969,2008,Cs,1.298,14.2,84.6,31
5969,2008,Cs,1.371,8.1,30.3,31
5969,2009,Cs,1.158,5,29.6,31
5969,2009,Cs,0.805,7.9,56.9,31
5969,2009,Cs,0.995,12,19.9,31
5969,2009,Cs,1.114,12.7,22.8,31
5969,2009,Cs,0.974,19.9,23.4,31
5969,2009,Cs,0.635,27.1,0.8,31
5969,2009,Cs,0.43,21.6,3.7,31
5969,2009,Cs,0.489,18,42.7,31
5969,2009,Cs,0.908,12.2,21.3,31
5969,2009,Cs,0.973,6.5,120.4,31
5969,2010,Cs,1.068,9.5,55.4,31
5969,2010,Cs,1.473,15.4,40.6,31
5969,2010,Cs,1.634,21.9,43.6,31
5994,2001,Cf,1.338,15,19,24
5994,2001,Cf,1.061,6.6,93.1,24
5994,2001,Cf,0.756,6.1,93.7,24
5994,2001,Cf,0.725,4.9,69.5,24
5994,2001,Cf,0.853,8.6,92.4,24
5994,2001,Cf,1.58,15.7,56.2,24
5994,2001,Cf,0.456,3,79.8,24
5994,2001,Cf,1.659,19.1,64.4,24
5994,2001,Cf,1.789,18.9,117.1,24
5994,2001,Cf,1.724,13.5,180.6,24
5994,2001,Cf,1.385,14.5,70.9,24
5994,2001,Cf,0.528,2.8,78.3,24
5994,2003,Cf,0.714,2.7,74.5,24
5994,2003,Cf,0.418,2.4,11.6,24
5994,2003,Cf,0.66,8.1,41.6,24
5994,2003,Cf,0.643,10.3,56,24
5994,2003,Cf,2.354,13.8,97.6,24
5994,2003,Cf,1.386,18.7,35.8,24
5994,2003,Cf,1.514,19.4,53.8,24
5994,2003,Cf,1.95,19.7,49.4,24
5994,2003,Cf,2.998,14.8,44.5,24
5994,2003,Cf,1.82,7.9,71.5,24
5994,2003,Cf,1.158,8,38.8,24
5994,2003,Cf,0.964,4.2,77.4,24
6010,1997,A,2.102,21.5,0,24
6010,1997,A,1.886,24.6,0.3,24
6010,1997,A,1.633,26.7,42.1,24
6010,1997,A,4.098,27,56.1,24
6010,1997,A,4.208,27.2,165.3,24
6010,1997,A,4.209,26,202.5,24
6010,1997,A,4.065,24,656.9,24
6010,1997,A,4.355,24.2,524.7,24
6010,1997,A,4.609,24.8,269.1,24
6010,1997,A,5.336,25.1,89.1,24
6010,1997,A,5.264,24.1,15.4,24
6010,1997,A,2.951,23.6,0,24
6010,1998,A,1.756,26,1.3,24
6010,1998,A,4.015,29.2,29.5,24
6010,1998,A,4.607,25.9,201,24
6010,1998,A,4.149,25.6,142.6,24
6010,1998,A,5.526,25.2,192.4,24
6010,1999,A,2.725,23.5,5.9,24
6010,1999,A,3.101,27.1,29.5,24
6010,1999,A,6.617,25.2,369,24
6010,1999,A,6.725,24.8,324.5,24
6010,1999,A,3.9,24.8,174.4,24
6010,1999,A,6.447,24.4,186.2,24
6010,1999,A,4.565,23.6,36.3,24
6030,2007,B,1.797,15.4,0,17
6030,2007,B,2.169,18.4,53.2,17
6030,2007,B,0.556,34.7,45.9,17
6030,2007,B,4.242,31.4,147.5,17
6030,2007,B,3.544,30.2,172.5,17
6030,2007,B,1.886,29.9,86.1,17
6030,2007,B,2.236,26.7,0,17
6030,2007,B,1.405,21.7,0,17
6030,2007,B,1.826,16.2,0,17
6030,2008,B,1.473,25.9,0,17
6030,2008,B,0.517,32.6,59.8,17
6030,2008,B,1.871,31.1,165.5,17
6030,2008,B,2.95,30.3,234.9,17
6030,2008,B,3.378,29.3,245.5,17
6030,2008,B,2.247,29.3,147.8,17
6030,2008,B,2.518,27,3.3,17
6030,2008,B,1.495,21.5,0,17
6031,2007,B,0.44,34.7,45.9,17
6031,2007,B,4.134,31.4,147.5,17
6031,2007,B,3.285,30.2,172.5,17
6031,2007,B,1.728,29.9,86.1,17
6031,2007,B,2.099,26.7,0,17
6031,2007,B,1.033,21.7,0,17
6031,2007,B,2.052,16.2,0,17
6031,2008,B,1.592,14.9,0,17
6031,2008,B,1.714,16.8,0,17
6031,2008,B,1.374,25.9,0,17
6031,2008,B,0.725,30,17.4,17
6031,2008,B,1.852,32.6,59.8,17
6031,2008,B,3.36,31.1,165.5,17
6031,2008,B,3.747,30.3,234.9,17
6031,2008,B,2.743,29.3,245.5,17
6031,2008,B,2.726,29.3,147.8,17
6031,2008,B,2.14,27,3.3,17
6040,2005,A,0.571,30.8,237.2,12
6040,2005,A,0.663,30.3,100,12
6040,2005,A,2.146,29.5,93.9,12
6040,2005,A,2.012,29.6,64,12
6040,2005,A,2.537,28.5,195.7,12
6040,2005,A,6.55,27.2,237,12
6040,2005,A,9.201,24.6,138.8,12
6040,2005,A,6.531,24.7,50.7,12
6040,2006,A,6.145,24.6,28.1,12
6040,2006,A,5.077,25.8,0,12
6040,2006,A,1.227,28.7,54,12
6040,2006,A,1.48,30.4,37.6,12
6050,2009,Cs,0.998,-1.8,54.5,9
6050,2009,Cs,0.852,-0.3,128.2,9
6050,2009,Cs,1.8,4,41.8,9
6050,2009,Cs,2.356,7.3,63.2,9
6050,2009,Cs,2.554,12.6,31.3,9
6050,2009,Cs,3.339,14.8,42.7,9
6050,2009,Cs,2.981,13.2,9.5,9
6050,2009,Cs,2.46,10,64.3,9
6050,2009,Cs,1.938,4.8,164.9,9
6063,2009,B,1.27,11.8,61.9,7
6063,2009,B,1.332,15.4,72.3,7
6063,2009,B,2.257,20,40.6,7
6063,2009,B,3.432,23.4,10,7
6063,2009,B,2.285,21.9,13.3,7
6063,2009,B,1.647,16.7,37.6,7
6063,2009,B,0.528,9.8,19.8,7
6064,2001,Ds(w),2.485,2.6,16.7,28
6064,2001,Ds(w),1.122,-4.7,15.1,28
6064,2002,Ds(w),0.483,-4.8,48.8,28
6064,2002,Ds(w),0.677,-1.3,5.3,28
6064,2002,Ds(w),0.31,4.7,34.8,28
6064,2002,Ds(w),0.797,10.8,163.5,28
6064,2002,Ds(w),2.602,15.2,57.7,28
6064,2002,Ds(w),4.299,19.3,79.7,28
6064,2002,Ds(w),6.125,22.8,301.1,28
6064,2002,Ds(w),6.317,21.6,494.9,28
6064,2002,Ds(w),4.495,17.5,73.5,28
6064,2002,Ds(w),1.984,0.1,12.5,28
6064,2002,Ds(w),0.69,-3,23.5,28
6064,2003,Ds(w),0.418,-7.6,13.3,28
6064,2003,Ds(w),0.292,-1.3,32.8,28
6064,2003,Ds(w),0.31,3.2,30.6,28
6064,2003,Ds(w),0.691,9.8,159.7,28
6064,2003,Ds(w),2.025,16.2,59.7,28
6064,2003,Ds(w),4.011,19.1,195.9,28
6064,2003,Ds(w),5.612,21.8,396.7,28
6064,2003,Ds(w),5.326,21.5,586.8,28
6064,2003,Ds(w),4.479,17.4,351.6,28
6064,2003,Ds(w),2.137,5.3,75.6,28
6064,2004,Ds(w),2.774,14.4,158.7,28
6064,2004,Ds(w),3.545,21,114.9,28
6064,2004,Ds(w),4.023,22.5,509.2,28
6064,2004,Ds(w),4.632,23.2,183.6,28
6064,2004,Ds(w),2.811,17.9,219.7,28
6070,2008,Cw,2.692,25.1,112.4,12
6070,2008,Cw,2.801,19.4,32.8,12
6070,2008,Cw,1.013,15.4,17.9,12
6070,2009,Cw,0.819,12.1,9,12
6070,2009,Cw,1.053,19.8,4.9,12
6070,2009,Cw,1.279,17.3,154.1,12
6070,2009,Cw,1.626,21.2,148.1,12
6070,2009,Cw,1.787,25.1,280.5,12
6070,2009,Cw,2.097,27.4,209.2,12
6070,2009,Cw,1.808,28.6,211.7,12
6070,2009,Cw,2.82,29.2,266.8,12
6070,2009,Cw,2.372,28.6,140,12
6071,2008,Cw,4.955,15.7,137.2,23
6071,2008,Cw,5.096,15.5,149.8,23
6071,2008,Cw,5.119,16.2,170,23
6071,2008,Cw,4.348,15.6,130,23
6071,2008,Cw,4.345,15.8,113.6,23
6071,2008,Cw,3.483,15.9,11.7,23
6071,2009,Cw,3.277,14.8,56.1,23
6071,2009,Cw,3.679,18.7,28.6,23
6071,2009,Cw,2.715,17.2,65,23
6071,2009,Cw,3.63,17.3,114.2,23
6071,2009,Cw,4.402,17.1,135.2,23
6071,2009,Cw,4.348,17.1,63.9,23
6071,2009,Cw,5.331,16,103.1,23
6071,2009,Cw,5.288,16.3,240.6,23
6071,2009,Cw,5.287,16.8,98.4,23
6071,2009,Cw,3.02,18.1,34,23
6071,2010,Cw,3.467,15.4,21.7,23
6071,2010,Cw,4.904,16.6,93.3,23
6071,2010,Cw,5.204,16.9,115.5,23
6071,2010,Cw,6.077,17.2,99.9,23
6071,2010,Cw,5.979,17.2,136.8,23
6071,2010,Cw,5.697,16.5,124.1,23
6071,2010,Cw,5.423,15.8,105.5,23
6075,2007,B,0.385,8.4,13,11
6075,2007,B,0.494,12.2,25.6,11
6075,2007,B,0.635,15.4,9.1,11
6075,2007,B,0.471,20.8,3.7,11
6075,2007,B,0.374,25.5,8,11
6075,2007,B,1.49,24.5,138.2,11
6075,2007,B,2.916,23.2,92.4,11
6075,2007,B,3.006,22.4,34.7,11
6075,2007,B,0.896,18,10.3,11
6075,2007,B,0.78,14.1,19.2,11
6075,2007,B,0.549,5.9,38.8,11
6078,2006,Cf,7.184,15.8,53.7,26
6078,2006,Cf,5.142,20.4,58,26
6078,2006,Cf,4.015,12.7,98.9,26
6078,2006,Cf,2.184,15.3,27.6,26
6078,2006,Cf,1.081,9.7,52.9,26
6078,2006,Cf,0.377,4.6,41,26
6078,2006,Cf,0.283,1.6,35.4,26
6078,2007,Cf,0.284,2,88.1,26
6078,2007,Cf,0.214,1.7,58.5,26
6078,2007,Cf,0.707,4.1,50.1,26
6078,2007,Cf,1.318,10,13.2,26
6078,2007,Cf,2.774,13.2,123.6,26
6078,2007,Cf,1.859,16.2,104,26
6078,2007,Cf,2.986,15.6,114.6,26
6078,2007,Cf,1.907,15.1,94.5,26
6078,2007,Cf,1.297,10.1,101.3,26
6078,2007,Cf,1.015,6,26.3,26
6078,2008,Cf,0.289,1.3,36.8,26
6078,2008,Cf,0.36,1.7,95.8,26
6078,2008,Cf,0.43,5.7,102.7,26
6078,2008,Cf,1.887,12.5,39.4,26
6078,2008,Cf,2.709,15.8,58.8,26
6078,2008,Cf,2.921,16.2,75.2,26
6078,2008,Cf,2.24,15.5,70.7,26
6078,2008,Cf,1.325,10.3,59.9,26
6078,2008,Cf,1.067,6.7,65.6,26
6088,2007,Ds(w),1.014,21.7,49.1,14
6088,2007,Ds(w),0.737,19.5,58.3,14
6088,2007,Ds(w),0.39,14.4,14.6,14
6088,2007,Ds(w),0.239,3.8,7.6,14
6088,2007,Ds(w),0.159,-14.4,6.9,14
6088,2008,Ds(w),0.001,-20.3,0.9,14
6088,2008,Ds(w),0.333,-14.8,0,14
6088,2008,Ds(w),0.257,-1.5,8.5,14
6088,2008,Ds(w),0.435,7.6,11,14
6088,2008,Ds(w),0.706,9.5,28.1,14
6088,2008,Ds(w),0.611,17.6,94.1,14
6088,2008,Ds(w),1.227,22,37.2,14
6088,2008,Ds(w),1.175,18.8,82.2,14
6088,2008,Ds(w),0.693,12.7,14.6,14
6090,2009,Cw,2.462,11.9,136,11
6090,2009,Cw,3.782,18.3,94.9,11
6090,2009,Cw,3.769,18.5,159.1,11
6090,2009,Cw,3.206,16.5,166.5,11
6090,2009,Cw,2.495,12.7,40.5,11
6090,2009,Cw,1.392,9.3,19.8,11
6090,2008,Cw,4.365,12.6,67.2,11
6090,2008,Cw,1.852,7.6,37.7,11
6090,2008,Cw,1.17,0.9,16,11
6090,2009,Cw,0.9,1.2,27.7,11
6090,2009,Cw,1.26,7.5,63.5,11
6100,2007,Cw,0.927,6,18,12
